Video Id,Title,Description
ciLUYGWQWk0,Elephants Are Terrified By Ants, 
cjrUqj_KI7g,IronX snow soap hand wash,Hand wash with 1:8 water dilution ironx snowsoap.
3B0GWS1bui8,Supra TT highway pulls,"Random Toyota Supra driving west in Japan with a camera mounted on it.

Seems decently quick for what looks like an almost stock car. :)"
iRG9751vM7s,what the hell is so special about granturismo?,yea what the hell is so special about it? well ill tell you what. it is a legend.
8J0DHvJI74E,"Official Ford Aerostar ""Van Dam"" Commercial",2 1/2 minutes dedicated to the gangsterist vehicle of all-time...the Van Dam!! Aerostar lovers rejoice!! Represent!!
rkkWlDAVpM0,Ladder 117 and engine 263 responding,In this vid engine 263 would not move because the brake was froson
oCNj4w0WEJk,Massey Ferguson 6490 & Kverneland 5-schaar,Massey Ferguson 6490 met Kverneland 5-schaar aan het ploegen te Zomergem-Beke op 18 april 2011.
kbjyAyvNbcY,IAA Frankfurt Motor Show 2009: BMW Special - english,BMW's highlights at the Frankfurt Motor Show included amongst other the study Vision Efficient Dynamics.
KDbVrFdFfkQ,2005 VW Polo 1.9 TDI 101 PS,2005 #VW #Polo #1.9 TDI 101 PS
akVK1eNrLc4,Lowrider Hydraulics - 1963 Impala 1st Lowrider build June 2013 update,"June 2013 - Lowrider Build update. Its Been a very very very long process just obtaining the parts. I ordered the bulk of my stuff from Cool cars 2012 Black Friday sale and it shipped quickly,  Thanks Norma! Stuff like switches, 2 full spring stacks, connectors, 9 wire.. etc. All the little stuff. Got my pumps and hoses off a cool dude - Tim in Orlando.. Thanks man. 

I ordered some wicked chrome trailing arms from Empire customs in AZ..Excellent experience from start to finish.. Thanks Uno! 

Got some fat 12"" chrome cylinders for the rear and fat 8"" chrome cylinders for the front off ebay. Shipped super fast

Impala switch plate and extensions from switchinitup.com look great

Gotta say thanks to Kakalak from Layitlow.com, he guided me through the entire process. Fabricated my battery / pump rack, helped juice the back, answered(ing) my text message questions.. thanks man. 

Spent all day juicing the rear drove it home later that evening. Next day I play with it, taking it to it's limits and bend my drive shaft. 

After failing to get a new driveshaft locally, I ended up going to Layitlow again with Big Rich out in CA. Very nice driveshaft, excellent experience start to finish. 

3 - Group 31 Blem batteries .. looking for 3 more. 

Great.. only thing left now is to buy some reinforced/extended 1"" chrome upper control arms.  And that's were I ran into problems. Went with a Layitlow guy.. took 2 months, ball joints didn't fit. Looked pretty rough and they took almost 3 months from start to finish. Sent them back.. lost $20.00 in the process and I was back to where I started. Decided again to buy them instead of having my originals extended and reinforced. So I went with Rick with Low Life Hydraulics. Rick was very cool although I was told 2 weeks, apparently it takes about 2 months to extend, reinforce, prep for chrome, send out to chrome.. because it took a little over 2 months to receive those along with one of the Chrome Y-Bones to replace the rear stabilizer (Banana bar)  

Still have to put that together.. 

Thanks"
ignxHHhtA4I,Tug Boat Near Miss,Here is a Tug that almost ran itself into a ship while guiding another.
ZvPUHYl3YkE,Put huge boat on water in I.M Agiou Dionisiou(Agio Oros),Put huge boat on water in I.M Agiou Dionisiou(Agio Oros)(Mount Athos)
NNp-w_wHZL8,2007 Sea Fox 245 Bay Tower Boat 225 Merc Opti, 
R3UVAwt37XY,Stunt Wars 2010 Bill D,"http://www.GlassHouseRacing.com

Stunt Wars January 23, 2010 Orlando FL. Bill D's performance. Go to our channel to see videos of other stunners in action! 

If you are interested in any motorcycle parts,apparel,accessories, or if you have any questions please contact us at CustomerSupport@GlassHouseRacing.com"
IHTVGhNzV5s,SOWO 2012: Heinzmuller Coverage,Heinzmuller Autohaus visits SOWO
cZqxWsN0ofE,BMW X1 25d xLine 2012 - DESIGN,BMW X1 25d xLine 2012
y6rGZvs1Os4,Motorized Bicycles from U-MOTO Motorized:  29er performance bike promo video,"U-MOTO Motorized Bicycles  29"" Extended Cruiser Performance Bike.

NEW 48CC TWO-STROKE MOTORIZATION WITH HEAVY DUTY MOTORIZED DRIVE CHAIN
-EXPANSION CHAMBER (TUNED PIPE) FOR INCREASED POWER, SPEED AND ACCELERATION
-DUAL FRONT HAND AND REAR COASTER BRAKES
-2 LITER (HALF GALLON) GAS TANK
-FRONT AND REAR LIGHTS
-RUGGED AND STYLISH FENDERS
-LINEAR HAND CLUTCH FOR CHOICE MOTORIZATION OR FREE CYCLE
-90 to 100 MPG
-KILL SWITCH TO STOP MOTOR AT ANYTIME
-DUAL SPRING COMFORTABLE CRUISER SADDLE
-ADJUSTABLE SEAT AND HANDLE BARS TO ACCOMMODATE ALL RIDERS
-ADJUSTABLE CHOKE AND THROTTLE FOR CHOICE IDLING AND POWER.
-STREET LEGAL WITH NO NEED FOR LICENSE OR REGISTRATION.

Check us out at:
umotobikes.com
facebook.com/umotobikes
youtube.com/umotobikes
umotobikes.blogspot.com"
0f8_chwc0V4,Drifting no Raceland (SPL Drift Project),(SPL Drift Project)
9zPZcQUHbj8,2013 GT500 vs 2003 Built 2.0 Evo 8,"a Stock 2013 Shelby GT500 vs a Built 2003 Evo 8

Evo was running RICH especially in 5th and 4th too. GT500 is all stock tune and also running a little Rich for what it is according to the factory in dash wideband.

Evo is tuned at 30psi (made 610whp) but was running ~26psi in the first run and ~28psi on the 2nd and 3rd Runs.

*** 1st Run - 40mph Roll
- Evo was running ~26psi in this run
- Evo wasn't Brake boosting 
- Evo is not in its best RPM spot

*** 2nd Run - 50mph Roll
- Evo was at a better RPM spot + Brake boosting
- GT500 missed 4th

*** 3rd Run - 40mph - Best run
- Evo was Brake Boosting but needed a little more RPM (50mph)
- Evo is running rich (see in car vid wideband)
- This is the best run. Both Cars Shifted right



Note: Runs are Computer Generated, in Mexico and other locations.

walhan_qtr
walhan_qtr@msn.com
High Boost Performance
http://www.QatarSpeed.com"
J2dcTDvK2Ek,Maria Sharapova in the secret behind nike air, 
VrOycG03p1E,"Fiberglass and Gelcoat Boat Repair by Bricks Boatworks, Inc.","2005 Four Winns - Fiberglass and Gelcoat Repair Job by Bricks Boatworks, Inc. Check us out at http://www.bricksboatworks.com or http://www.facebook.com/bricksboatworks"
6TQPKEKsLBM,nfs underground 2 tuning honda civic parte 1, 
loMM4HZ4DX8,"Small engine cold starts. John Deere LX188, Craftsman LT2000, EZ Go golf cart.",1993 John Deere LX188 with Kohler 17hp liquid cooled V-Twin engine. 2007 Craftsman LT2000 with Briggs and Stratton 18hp single cylinder engine. Early 90's EZ-GO golf cart with ??? V-Twin engine. The Kohler will not start on choke but if you don't crank it a few times with the choke on it won't start.
oeLy-PuvJTg,"Audi RS3, Samoa Switches Sides - Autoline Daily 214","General Motors board shoots down managements recommendation on Opel. Recyclers dont want GM withdrawing from a program to recycle switches with mercury in them. Samoa is going to switch the side of the road it drives on. All that and more, plus we try to settle last weeks trivia question for once and for all. Which nameplate is older, the Corvette or Suburban?"
08faOvgACHQ,Turbo Minibike Pocketbike Turbocharged - Pictures,some pics when we made our turbopocketbike :)
pRdiQV_RqUs,Polaris RZR4 Pro Armor Door Install,"Complete video demonstration of the installation of the Pro Armor RZR4 Doors
http://www.sbsparts.com/products/pro-armor-rzr-4-rzr-xp900-4-doors-w-sheet-metal-no-cut-outs-black.html"
aXzSOs1IQJk,Jeep Cherokee XJ Eats Honda,"If I take my tow bar mount off, I would be able to climb straight up it"
juTCITSf_Qk,iNstall ( B4 Break-In ),"Check Updated Videos To See What These Subs Can Do...
or should I say, to see what the AMP can do to these SUBs...

iNstall, B4 Break-In .
Hifonics Colossus XXV
Hifonics Zeus 
Kenwood KAC
Cadence ZRS Pro 
Eminence KAPPA PRO 
Eminence DELTA PRO 
Hifonics Zeus ZXI 63
Clarion EQS746
Clarion MCD 360"
31omntnDIjo,Leyland Olympians ex Hong Kong Citybus in the UK,"A collection of clips of the ex Citybus, Hong Kong 11M Leyland Olympians at work in the UK."
qCnM7FZQlbo,Car Drawing & Chop Montage,"my Drawings...my Chops...my Life

enjoy"
32p9gk5Gaao,Marseille 202 trolleybus operating at Sandtoft UK,"This shows the first Renault ER100 trolleybus produced, for Marseille, now in preservation. Here she is operating at The Trolleybus Museum at Sandtoft in the UK, who have the largest collection of historic trolleybuses in the world.

Built in 1980, Marseille 202 was withdrawn in 2004 and arrived at Sandtoft in 2006 after the Marseille group TBFP encouraged its preservation. Now fully operational, 202 is often heavily loaded on its trips out, as it is so unusual. This video shows her operating at the 2008 European event in August of that year.

Other European trolleybuses on show were: Limoges 5, a Vetra CB60; Lyon 1704, a Vetra VBH85; Porto 140, a Lancia with Dalfa double-deck body; Liege 425, a Fabrique National dating from 1932; and Aachen 22, a one-and-a-half deck Henschell 562E. Also on view was 100, a PR100 motorbus.

For more information about the Trolleybus Museum, see: www.sandtoft.org.uk"
UkP3bp8OCuw,1/18 2009 Secret Service Police Uniform Division Dodge Charger Custom W/ Lights,1/18 Custom Car with lights
cyJOtIJBjCc,Atco Pan American Nationals 2012,"Part 3 of 3, great day of drag racing down in NJ..."
yUlUPVthdZs,Regular Car Reviews: 1994 Eagle Talon Tsi,"This is a captured import and the bloodbag that kept Chrysler's sports car's division conscious though the early 90's rebuilding years. Goat. All this is is a Mitsubishi Eclipse, front wheel drive turbo, with a BADGE OF FREEDOM"
3WnbtxvGj44,"Used Car Dealer Miami | Used Car For Sale In Miami, Fl.","Bad credit? No problem! 305-258-0058...We are a used car dealership in Miami, Fl. with the buy here pay here program.

Drive your car off the lot today. 23737 US1 Miami"
Axe2s7RYCKU,Foundair Aircraft Up Close, 
n21Mwzl1UjY,"Playing at Abdai Lake, Powder King, BC",The boys and their toys. Some were trying to learn and others were trying to teach.
rYEFUroSxbk,Borla exhaust,Ford 400 Full 3in Borla Exhaust!
9H9IjqaTQ04,2002,2002
XdtKtZP3X08,MotorShow1 Extra! - Ducati Multistrada,MotorShow1 Extra! - Ducati Multistrada
_Ldy7jx_BLQ,BMW M3 E92 (Coupe ) With Hartge Exhaust EXTREME LOUD SOUND!!!,First I cam the M3 then i hear the CLS  and it became a revbattle.
gguUdBkysuQ,JCB 3CX Sitemaster Havat mer ;),JCB 3CX Sitemaster
41S14BIKFZM,TRX250EX Upgraded Riding,Us having fun on the beast
HNj8nTERd-Q,DODGE CHALLENGER SRT8 YELLOW JACKET [Complete Review],"More info here: http://FB.com/LithiaCJDPocatello
Website: http://LithiaChryslerPocatello.com"
TWTsMTn7Ua8,1987 Conquest TSi in action,Just beating up on a 1987 Chrysler Conquest - back in 1991 we thought the Conquest was a supercar. Seems a little dated now.
GQfDqBNqEiM,Fiberglass Boat Stripping with the Dustless Blaster,"We used one of our Dustless units to remove the bottom paint from this 35 foot yacht. The entire process took under 3 hours. The process created no dust and therefore required no containment. For more information on this revolutionary tool check out http://www.dustlessblasting.com

*Your safety is important to us. Videos are filmed in a controlled environment for illustrative purposes only. Always follow your operations manual and wear all applicable PPE.*

If you'd like to know more, visit us below or join us on social media:

Main Website: https://www.dustlessblasting.com
Start A Business (Own a mobile blasting business and make money in your community):
https://www.dustlessblasting.com/business-opportunity
Online Store (Purchase consumables, parts, and accessories):
https://store.dustlessblasting.com
Academy (Training videos, support, and resources):
https://support.dustlessblasting.com

Facebook: https://www.facebook.com/DustlessBlaster
Instagram: https://www.instagram.com/dustless_blasting/
Twitter: https://twitter.com/dustlessblaster
Linkedin: https://www.linkedin.com/showcase/dustless-blasting/

Music by Danosongs.com and Teknoaxe.com
#Dustlessblasting #Sandblasting #antifoulingpaintremoval"
XCuZ3nyLkPg,Miniatura Scania 113h top   Sckcar, 
pEFchTLfCMI,"1969 Chevelle SS496 Blog Part 44 - Dyno!  SEMA, 2007 V8TV-Video","#musclecar #v8tv 
https://www.v8speedshop.com/contact - 314-783-8325
Produced by Kevin Oeste and V8TV Productions, Inc.   - The moment of truth... the SS496's big block Chevy engine finally came to life on the Fast Times dyno!    The Lunati reciprocating assembly under Holley heads and intake fired by an MSD Digital E-Curve Distributor spun it's way to over 550 HP and 572 Ft. Lbs. of torque at just 4400 RPM, and it idles smoothly at 750 RPM.   The 150 HP NOS Nitrous shot will push this motor right up to the 700 HP mark on the track.   The torque comes in bigtime and low in the rpm range producing a nice, big, flat torque curve that is going to be great fun to drive!

Comment at https://www.v8speedshop.com/contact today!

-~-~~-~~~-~~-~-

Take a tour of our restoration shop!: ""Muscle Car Restoration Shop Tour V8 Speed & Resto Shop November 2018 V8TV"" 
https://www.youtube.com/watch?v=NgMz3iRMHWE
-~-~~-~~~-~~-~-
V8 shirts, hats, and more:
https://v8speedshop.com/shop/"
wIKM8p3RI4Q,Driving my BMW E39 M5 like a little girl - Britalman Exhaust and x-pipe,Speeding is bad for you.
JLIDlUhhvqM,Being Sick is Fun! NOT.-Vlog Episode 26,"For this little Vlog, I discuss being sick from a shoot out in the cold,making the engine noise makes me laugh, my first official shout out's of the channel, plans for this week video wise, and future plans! Thanks for watching!
Instagram/Twitter-Thatdudeinblue
Like the Facebook and also post your shout out pictures with a tshirt!-www.Facebook.com/Thatdudeinblue
T-shirt store-Thatdudeinblue.Spreadshirt.com
If you want Paul's book!-www.pmndesigns.com http://www.youtube.com/subscription_center?add_user=Thatdudeinblue

https://www.youtube.com/watch?v=rCqvgEqhPus"
a-I0Ku3QVI4,Demolition Derby 2006,"WE go to the Demolition Derby in Spicewood, TX"
QvUeBa2oHpg,Rj19 SNIPERs ( fReAk)Pulsar220F BIKE StuNts India,"Pulsar 220F stunts, See what i See, Feel what I Feel.new Bike stunts India,Pulsar Maniac- My skills are improving day by day but still lacking in Circle Wheelies.
FACEBOOK- http://www.facebook.com/Gauravstuntrider
Thanks.
stunts in this video- seatstanding,flamingo,halfold skol, basic,12 'o clock wheelies, stoppies, rolling burnouts etc.
stunts by- Gaurav Solanki a.k.a fReAk"
lhhUVx57218,My '76 Stingray,A vid of my Corvette
IIR6o9dJ-_o,450 Honda Foreman Pulling People In Old Boat Down The Lake,newcombes lake old boat being pulled down the lake with people sitting in it
WFaH2Fr6Vxs,Dutch Garbage truck!,a garbage truck in Holland collecting on an early autumn morning.
p5zPismJtM4,SasuSaku movie Remember our love part 11,yay i made it faster again i might Finnish my movie home training movie... some people have been inboxing me non-stop asking to make more so im thinking about it.... just gont give your dreams up okay? well here is the movie ^ ^ enjoy
TAkBWnsW-9w,International 9400i Custom truck drive. Cool Cat Carriers. The White Stallion.,"International  9400i , Cummins power 525bhp, 2004."
f7eSY3ZSV5c,VW GTI Mk 6 APR Stage 1 Acceleration and highway pulls,"Here are a few pulls from various speeds, car is APR stage 1 with Carbonio stages 1 and 2. It was about 80 degrees, car would be faster in cooler temperatures."
zCzurZXt72U,"Volkswagen Golf VI 2,0 TSI GTI Adidas DSG 2011 Schwarz BW322458 www.autohaus.biz/czychy","Volkswagen Golf VI 2,0 TSI GTI Adidas DSG 2011 Schwarz BW322458 http://www.autohaus.biz/czychy"
Q23eKUcNZts,Salon automobile d'Alger 2014  Suzuki Ertiga,"facebook :
https://www.facebook.com/autoutilitaire"
dO16dGW0mZY,Lamborghini Gallardo Prowls New York,"Introduced at the Geneva Motor Show as part of the 40th anniversary celebration of Lamborghini in 2003, the Gallardo was the perfect complement to the company's larger Murcielago.  Referred to  as the ""baby"" this stunning supercar with its 500hp, 12-cylinder engine, permanent four-wheel drive and a top speed that approached 200 mph didn't seem to be the junior to anything on the road. Styling updates have kept the car looking fresh since its introduction."
vrQ6JzMVCb0,Kia Optima Hybrid 2011 (USA) 1/2, 
1H-Az6t8-yM,C7 Corvette Technology and MyLink System,"The C7 Corvette is loaded with Technology!  Check out the latest generation MyLink Infotainment system as Chris Fuller explains the system.  The latest Corvette is packed with safety, entertainment and performance!  Check out this renowned Corvette at your local Corvette Dealership in Shreveport and Bossier City, LA!  Visit us online at www.RedRiverChevy.com or give us a call at 318.549.7500. Visit www.RedRiverChevy.com to see our latest inventory and sale prices."
l-5zkYW5aIE,Homade Trackmaster Blue Bell CE & CR,This is how I made him.
BVSfnHlh0rM,gilera runner172,on my way home from work
q9DAxPGzEns,Moscow Metro Trains,This video was saved and re uploaded by me from rafingonzalez.
spBIv2fpCms,Carrots Harvest|John Deere Power|HD!,"Carrots Harvest| John Deere Power HD!

The Carrots are Harvest by http://www.limfjords.com/

Facebook: https://www.facebook.com/pages/Miller-Tinges-Agrimachines-HD/727861173951062?ref=hl"
5Xe5y2Lqseo,Clasic Car find Fire Bird.m4v,Mark is on a recon to locate a classic find.
UOPXWf7_LQ8,Low 13 Second 1/4 Mile Runs With My Turbo-NA Bridgeport RX-7,"Five mid to low 13 quarter mile runs from the track a few weeks ago. The challange remains to be getting traction on an open diff and street tires. The car is a 1986 RX-7 with a 6 port turbo engine, small bridgeport, GT4088R at 13 PSI, custom exhaust and intake manifolds, Microtech LT8s and and too many other mods to list. Last dyno the car made 387 RWHP at 297 FT-LBs of torque at 13 PSI. The car makes too much power to get out of the 13s due to wheel spin, so the next upgrade is going to be a limited slip differential."
fscN36RM5Uw,rc cars drift show,a good rc cars drifting is awesome
krAUIq3bWIg,The New Power Probe IV Electrical Diagnostic Tool,"The New Power Probe IV electrical diagnostic tool, supplies power and ground, injectors tester, PCM/ECM driver tester,  digital volt ohm meter, self resetting circuit breaker, large multi-line Color LCD screen, resistance testing on live and unloaded circuits, bright head lamps. open circuit tester, Min/Max."
JUJ_xIpGjfs,Suzuki's Improved V Strom and New GW250,"At AIMExpo 2013 in Orlando, Suzuki showed its improved new V-Strom twin for the ADV market. The new Strom has a larger displacement engine, improved valve train, traction control and ABS. It also has an upgraded suspension system. New from Suzuki this year is the GW250, a lightweight entry level bike that will soon be shipping to dealers. In this exclusive video, Motorcyclist magazine's Marc Cook  spoke to Derek Schoeberle of Suzuki Motor of America about the company's plans and products.


Subscribe: http://www.youtube.com/c/MotorcyclistMag?sub_confirmation=1
Motorcyclist Shirts: https://teespring.com/stores/motorcyclist
Shop Products We Use: https://www.amazon.com/shop/motorcyclistmagazine 

See more from us: http://www.motorcyclistonline.com/"
9zIa29l4lkk,GMC Sierra Magnaflow Exhaust 4.3L V6,"My 2011 GMC Sierra. Reg Cab, short box. 4.3L V6. Just added Magnaflow exhaust. Will never sound like a V8 but still sounds good for a V6. Seem to feel a difference on accelleration. Maybe my imagination...lol. Stock motor...so it is what it is! Hope you like!"
xR181fr1uJc,460 ZF 5 speed run,Test drive of my 460 and ZF 5 speed installed in my 69 F250.
BjhzUv7WbQ0,Big Rig Billy,My bro reversing a big rig (NON HGV)
YwRP_Ks3XTw,Mopar Father's Day Ideas,"Jim Sassorossi, Head of Sales and Marketing, Mopar, talks about some great Mopar Father's Day gift ideas"
yRLZDqSZlS8,"Single 12"" Fi Audio BL Plays ""You Aint Know - Young Bloodz"", Rockford T1500-1BD, Kerfed Port","Wells not much to explain here, just that this is the second of the 2 boxes i built for testing. very very hard to tell the difference in the two!  I was surprised when i DIDNT notice a difference. lol.  so here oyu go. enjoy. 

Currently My audio System Contains: 
Vehical: 1997 Chevy Cavalier Z24 
Subwoofer: Single 12"" Fi Audio BL 
Amplifier:Single Rockford Fosgate T1500-1BD (New Style) 
Power Cable: 20 ft of 2/0 welding cable (for big three and run back to amp) 
Subwoofer Enclosure: Custom designed by me tuned to 34 hz with 42 sq inches of kerfed port and 2.5 cu ft of internal airspace after all displacments. 
Head Unit: Pioneer 6000UB 
Front Stage: Polk Audio DB 2 way Components 
Rear Stage: Removed"
NFX61LA9aFE,Kawasaki ZZR1400 / ZX14R Carbon Fibre Infill Panel  Install,"Fitting Carbon Fibre Fairing Infill Panels to A Kawasaki ZZR1400 / ZX14-R Ninja

IF YOU LIKE THIS PLEASE  SUBSCRIBE!"
KUHd1qhO9O8,243 Judges Choice Nigel Lythgoe Se6Final.,"This Dance was chosen by Nigel Lythgoe To be shown in the final

Was it one of you favorites? 

Season 6 Final 

Now you can follow your favorite SoYouThinkYouCanDancer from the beginning. 

I'm going to try to put all of the So You Think You Can Dance performances on youtube.
No copyright intended purely fan-made non profit I just love this show"
9alO7YEZIUg,06-11 Honda Civic Si Kraftwerks Kit Driving & Testing,"The 2006-2011 Honda Civic Si Kraftwerks Kit doing some driving around and testing. Kit is available @ http://hardmotion.com
http://hardmotion.com/shop/boost/06-11-honda-civic-si-kraftwerks-supercharger-rotrex-kit/

The HARDmotion shop car with the rotrex based kraftwerks supercharger kit doing some calm driving and then into spirited driving. This is an excellent kit for drivability, install and power. Our dynoing concludes the kit makes around 380+hp during regular warm days and pushes over 400hp in cooler weather. Still more mods to do and we hope to have this car over 400hp on daily driving mode with regular 93 pump gas.

Extra Mods:
HARDmotion em1 cmc kit
Mugen Quick Shift with HARDmotion bushings
PLM Header
Invidia Q300 Exhaust
Exedy stage 1 Clutch + OEM Flywheel
Coilover Suspension
EBC Ultimax Brake Rotors + HFP Honda Pads
Goodridge Brake Lines
All available in our shop.....

Stay tuned to more 8th generation civic supercharger videos and reviews.
Got any questions send us an email info@hardmotion.com
Or give a call, phone # is on the website -- hardmotion.com

2006 2007 2008 2009 2010 2011 Honda Civic Si Kraftwerks"
vrdseQoz5G4,Top Gear - Saab 93.wmv,Also check our multilanguage website @ www.saab-90.nl !
vMZZrQR8-JY,"""Project Rx7 Is Done Plastic model car"".wmv",What's up to all my pimp's & Model car player's out there in youtube land..Well this is the final vid of my project Rx7..The car is done and she is bad ass!!
LlqQ6uDeaTk,John Deere X320 Walkaround and Review Part 2 of 2,"Watch as I mow for the first time with the x320, maneuver around a small tree, and use the deck wash feature. 
 I wanted to add more commentary to the review, and include more specs, but after two weeks of sitting on the raw footage I decided to post it as is it stands.  I may do a mow off between the x320 and Cub Cadet 1554 soon.
 The mower seems well built and problem free so far, my only complaint is the headlights are not water/air/dust tight.  The things I like best about this mower is it feels solid, rides great even on my slightly bumpy yard, and the best part is it turns really sharp.  I believe it has a 16'' turning radius.
 The true review will be when this mower accumulates some hours on it. Lets see how it holds up over time."
TYb4TSqOYW0,Gestair Learjet 60 [HD],"Gestair Learjet 60 departure from Manises Airport (VLC) 16-6-2012.

Visit my blog:
http://www.javrullan.es/en/Welcome.html
http://www.javrullan.es/es/Bienvenida.html"
sZRLs7TzufQ,2013 Mazda 3 GS Sport SkyActiv - Exterior and Interior Walkaround - 2013 Montreal Auto Show,"Welcome to AutoMotoTube!!! On my channel you will find short, (2-5min) walkaround videos of Cars and Motorcycles. Most of my coverage is from Auto and Moto shows in North America and Europe, and I visit different shows: Big, like New York International Auto Show, Detroit North American International Auto Show or Paris Mondial de L'Automobile, to small regional, Classic Car, RV and Boat Shows. 
I have thousands of High Definition videos of different types of vehicles, everything from new, classic, vintage, old cars, hot rods, motorbikes, recreational vehicles, motor boats, yachts, to airplanes, bicycles, and even tractors :-)
In most of my videos, I take a look at the exterior design and interior arrangements of the vehicle, so you can receive a general idea and appreciation of a certain brand or model.

I really appreciate all your comments and critics - they help a lot, in building one of the most diversified Auto & Vehicles Channel on YouTube!!!

P.S: To find a video of a certain model in my channel, just write the brand and model name in the search bar above, or have a look in my playlists.

You can find me on my official facebook and twitter pages:
http://www.facebook.com/automototube 
http://www.twitter.com/automototube

, or if you have chance, check out my web site:
http://www.automototube.net - there I have my videos organized and all the vehicles easy to find. 

Subscription link for my Channel: http://www.youtube.com/subscription_center?add_user=automototube

Thanks for watching and stay tuned!!! A lot more to come..."
7Ob2Tdh9O6w,"Bessacarr E560 Motorhome 2007 2,3,4 Berth Tour","Bessacarr E560 motorhome 2007 2,3,4 berth tour by Venture Caravans, Northants, warwickshire, Midland, UK. Caravan and Motorhome dealer.  Tour, demonstation, show through of this superb motorhome."
ZA7YaIaViQ8,"LSTD.com track day at Eagle's Canyon Raceway Mar 12, 2010",A medium pace lap around ECR in the Novice group
wmlAAS_aZJg,Distance Test Rockford Fosgate & Alpine Speakers! #1,showing a lil bit my Rockford Fosgate Punch Pro(MidBass) 6.5'' & Alpine SPS-610 6.5'' wired @ 4ohms with T1000.4 Rockford Fosgate Amplifier.....Song; Overdose By jamie Foxx....KEEP TUNED FOR MORE VIDEOS OR SUBSCIBE!!
YXAUDCVFfAo,PAYLOADER / CARGADOR FRONTAL CATERPILLAR 966-C, 
S8JXYNwIPC0,Davidsfarm   0691   k0 PdMcDaNo   HQ   fixing the hydrolocked pontiac van, 
Ul23Czd37jg,DRUATRAX DXR 500 WITH MAMBA 5700kv,New motor for my Rc bike. 4pole 5700kv mamba.
-XegcPnE-cA,2011 Toyota Corolla Review - LotPro,"A review of the 2011 Toyota Corolla from a consumers perspective. LotPro's Editor of Automotive Content, Steve Cypher test drives and reviews the new 2011 Toyota Corolla. Please visit http://www.LotProVideo.com for more information and news."
