Video Id,Title,Description
oFO1ao6ao8s,SMTOWN NYC Super Junior - U,"Teuk & Min focused
they kept moving so I couldn't record all of them T__T"
nFdwd26CIhY,Keith Urban (Stupid Boy),Champaign Il
oBHGm3vX2Jo,"Jonas Brothers Houston Rodeo ""BB Good"" and ""Video Girl""","I LOVE SOO MUCH PLEASE ENJOY THIS VIDEO JONAS FANS:) and leave me comments if u liked it!
PEACE LOVE & JONAS!!"
KRQe1y1PNdQ,Doctor Who-Smith and Jones,"This is one of my first videos which I have made, sorry it is all pictures i didn't know how to get videos at that time I made this because i was young, but I now know how to it. Also I have done more advanced videos if you look at my most recent videoson my channel
Please visit: http://www.tardis59.co.uk"
cvNoyGzv2QA,Paul Mccartney In Israel - yesterday,"Paul Mccartney In Israel 

park hayrkon"
zNndtIxUwqU,Reflections of the Blue Frontier,"South Salem Saxons Marching Band competing at the 2010 Fesssssstival of Bands in Eugene, Oregon on October 30."
P0AmPzWVFCc,Coldplay: A Sky Full Of Stars (Elliott Spenner Piano Cover),"INSTAGRAM: http://instagram.com/elliottspenner
TWITTER: https://twitter.com/ElliottSpenner
FACEBOOK: https://www.facebook.com/88Kieys
Coldplay A Sky Full Of Stars Piano cover piano version played on piano"
C61Mdk0DSIo,"Gurdas Maan live, Royal Albert Hall.m4v", 
Fl9ZAaH5_Rs,"Borgore ""Be Ourselves"" at the #NEWGOREORDER Release Party | Aftermovie | Dim Mak Records","Borgore - #NEWGOREORDER LUXE (Deluxe Edition) OUT NOW on DIM MAK
Spotify: http://smarturl.it/luxe_s | Apple Music: http://smarturl.it/luxe_am
Beatport: http://found.ee/luxe_b | iTunes: http://found.ee/luxe_i 

Notorious electro badboy Borgore throws a lavish yacht party with his closest friends celebrating the release of his #NEWGOREORDER album to the soundscape of his enchanting, bass anthem ""Be Ourselves."" 

Borgore Facebook: https://www.facebook.com/Borgore
Borgore Twitter: https://twitter.com/borgore
Borgore Instagram: http://instagram.com/borgore
Borgore Soundcloud: https://soundcloud.com/borgore
Borgore Youtube: https://www.youtube.com/user/Borgore

Dim Mak Facebook: http://www.fb.com/dimmak
Dim Mak Twitter: http://twitter.com/dimmak
Dim Mak Instagram: http://instagram.com/dimmak
YouTube Subscribe: http://bit.ly/1iIt8r4

By Any Means Necessary

For Dim Mak, community comes first. Since the label's inception in 1996, Dim Mak has thrived on a commitment to preserving a boundless, forward-thinking music collective. Dim Mak is a lifestyle brand encompassing records, events and apparel, all the while tapping into the vast network of artists that influence modern music culture in order to bring them to stages worldwide."
mpHMskEUpIM,One by Metalica Hard,a really fun solo is in this bitch
gJKiJRfEjKQ,Tiziano Ferro - Tardes Negras (Official Video ),Real video
dkEzwIcWbJw,Bowers & Wilkins T7 vs. JBL Charge 2 - sound comparison,"""premium"" sophisticated serious speaker against cheapo kiddy toy ;-)

Please check out my review of the B&W T7:
http://oluvsgadgets.blogspot.co.at/2014/11/review-bowers-wilkins-t7-premium-sound.html

My review of the JBL Charge 2:
http://oluvsgadgets.blogspot.co.at/2014/09/review-jbl-charge-2-failed-new-benchmark.html"
LUdu0xcSZSA,ORKESTER ANDREJA BAJUKA POD TO GORO ZELENO,Videospot
9NTA1B89pCc,Butch Walker 'Atlanta',"Butch Walker Performing 'Atlanta' in Tulsa, OK 09/14/07"
Oq0JQ2nEAXA,eurovision 2004 - ruslana - wild dance ( winner esc 2004),"eurovision 2004 - ruslana - wild dance (, winner eurovision song contest 2004 - istanbul)"
lhiX0OXQkwk,El Prodigio - La Copa (Monte Bar 23 09 2014),BY - DJ JUANITO
qTiAwIHilgM,Barnstable High School - Gospel Choir - True Light,"Wednesday, December 6, 2006
Gospel Choir Class at Barnstable High School with Mr. Landers"
kMYSl_pa99k,After the Gold Rush -- Neil Young -- Piano,"DISCLOSURE: I may earn a commission when you use one of my links to make a purchase... 
Sheets  https://click.linksynergy.com/deeplink?id=ZEbo1BOtIxU&mid=13770&murl=https%3A%2F%2Fwww.musicnotes.com%2F

Learn Piano Piano For All    https://hop.clickbank.net/?affiliate=calikokat&vendor=piano4all

Facebook  https://www.facebook.com/caliko.kat 

Pinterest  https://www.pinterest.com/calikokatpiano/pins/ 

Twitter  https://twitter.com/CalikokatPiano"
bGZpalpZW7c,Conquering Lion - Wicked Man live @ InMusic Festival 2013,"Conquering Lion - Wicked Man live @ InMusic Festival 2013
Zagreb, Croatia, 24.06.2013"
pfJatiylMJE,Gorilla Zoe- LICKR (Zoe Montana Mixtape),"Gorilla Zoe- LICKR (Zoe Montana Mixtape)

Gorilla Zoe- LICKR (Zoe Montana Mixtape)

Gorilla Zoe- LICKR (Zoe Montana Mixtape)

Gorilla Zoe- LICKR (Zoe Montana Mixtape)"
1gbokebk_jY,Tech 21: Richie Kotzen OMG Overdrive,"http://www.tech21nyc.com/products/effects/omg.html
https://reverb.com/marketplace?query=tech21+richie+kotzen+omg+overdrive&_aid=kingman


Richie Kotzen is a titan of guitar playing, songwriting, singing and general good-guyness. He has a large, global following and rightly so. The guy is a passionate performer and he's big on tone. Richie has closely collaborated with Andrew and the crew at Tech 21 NYC - another formidable music force - and given us the OMG Overdrive. The OMG is a GREAT overdrive. It has serious dynamics, great mids and mid control, a Boost in front of the preamp that you can use independently and a ton of tasteful gain on tap. You can read all about it on the Tech 21 site (link above) but I strongly suggest you try one yourself as the OMG really is above and beyond. 

Today's tools:

Guitar: Gibson CS '61 SG Reissue with Sin PAF pickups; Fender G5A Strat with Smitty '69 pickups.
Amp: George Evans Sonique 30A combo (V30) See: http://www.georgeevans.com.au/index.php/sonique-30a.html
Extra effects: Eventide H9 delay in GE FX Loop.
Cables: Providence
Mic: Violet Design The Amethyst (amp) Samson Airline77 (me)
Camera : Canon 60D (me) and Sony HDR CX150 (pedal)
Soundcard: AVID Mbox Pro 3
Computer: Apple iMac 27"" i7 3.4 GHz 16 GB RAM
Software: Pro Tools 11, Waves CLA Guitars (slight comp over input track), Waves L3-16 Limiter (to keep levels in check at output), Apple Final Cut Pro X (video editing and Youtube compression)."
57QQr4c0__w,Since I've Been Loving You Cover,"Led Zeppelin Cover Since I've Been Loving You with Epiphone Les Paul Standard and Marshall MG15, with backing track"
GnmnOZHbcds,ASSI RAHE KAMAUNDE FULL SONG MADAK JAWANI DI | GURIKK BATH,"Presenting the latest video song ASSI RAHE KAMAUNDE from GURIKK BATH album ""MADAK JAWANI DI""

Enjoy and stay connected with us!!

Song: ASSI RAHE KAMAUNDE
Singer: GURIKK BATH
Music: JAIDEV KUMAR
Lyrics: GURIKK BATH 
Music Label: T-SERIES
Video Director: TARNVIR JAGPAL
Project By: Panj-aab Productions

Set as your call tune : http://202.87.41.148/sms/services/crbt_web/subscribe.php?kw=MKJD2


SUSBCRIBE: http://www.youtube.com/tseriesapnapunjab
FB: http://www.facebook.com/tseriesapnapunjab"
E3xlNBjJzZM,"L1000 - ""Bass Out""","Follow L 1000
www.facebook.com/pages/DFM-ent-DieForMine-ent

 and follow 

Edited by : E for Rize-n-Shine Entertainment

Based in Mpls.

rnsent.llc@gmail.com to inquire about Video or Editing Services

Shot+Directed by Rize-n-Shine Entertainment LLC"
2MfqqRAH2q4,Stand By Me - KCL Ukulele Society,October 2013
Vy5apGFJpXM,Ice - G3TOUT - Cappo & Theorist,"'Ice' official music video, directed by Instinct Elkanah. Taken from G3TOUT by Cappo & Theorist. Notts City Zone 2013. www.cappohq.com.
This is a single from legendary Nottingham hip hop artist Cappo. This song is from his latest album called GET OUT 3 produced by the Theorist. The song is called Ice and is back to back lyrical wordplay with a chorus which is a play on one of Jay Z's well known lines from his early career. The video is set in nottingham were an important suitcase is passed from an underworld boss to one of his runners to be delivered. The suitcase is intercepted and ends up in the hands of Cappo who opens it to find it is full of Ice.
This was a three day shoot, shot in the Left Lion offices and in and around the Hockley and lace market areas of the Nottingham city centre. The cameo appearances include Nottingham Hip Hop artists Littles, Vandal Savage, Juga-Naut, 1st Blood and Nottingham skateboarder S man."
sMCqigHfrFY,"Paiste Signature Line 14 inch Custom ""Fast Pentagon Crash"" made from a cracked cymbal DIY no octagon","Good headphones or speakers recommended

Sticks: New Vic Virth Nova 5A wood tip, Adams TR2 Medium Mallets
Microphone: Shure PG 81
no sound effects, no tonal reworking, natural sound only

Paiste Signature Line Fast Pentagon Crash 14""

Custom Cymbal
Thin

Really trashy (due to the shap), complex. A great effect cymbal made from a cracked crash cymbal by hand (4cm crack in the outer area before).
I like the sound, but you decide for your own. I would be happy to get some comments! Thanks for watching."
Fgu6UR5CG9Y,Platforms a Plenty Piano Remix,"This is a remix of the Super Mario Sunshine Platforms a Plenty song. This song is copyright Nintendo, although I did the remix. LINK TO MP3: http://www.mediafire.com/?csm8p8eu74at2by Hope you enjoy!"
k_1HWEwrXm0,HAGSTROM VIKING GUITAR DRIVE SOUND DEMO,HAGSTROM VIKING GUITAR DRIVE SOUND DEMO
Mgr3YBiWER0,Riffs and Solos,"Hey !
It's been a while since I haven't  uploaded a video on youtube
Sorry for that, I had lots of work ...
Just to tell you guys that I'll have a lot more time, starting from the 17th April ^^'
So I hope you'll enjoy this vid ;)
More coming  soon :D
Please check out my Myspace for original compositions : www.myspace.com/darkerocker

( sorry for the extra 40 seconds xP )"
OLxmoTTdYpE,Chills - Down With Webster  (Piano Cover),"My piano version of ""Chills"" by Down With Webster. Sorry, I don't have any sheet music, just printed out the lyrics.

Subscribe to my youtube channel: http://www.youtube.com/user/JJsoundgirl to see more of my piano covers!"
S4xx8In2p5k,Drawing Jim Morrison,"Dessin de Jim Morrison by Emma
The Doors
http://Dessinature.skyrock.com/
Musique: Carmina Burana - Atlanta Symphony Orchestra"
5uVTfEpCCHk,John Lennon - Imagine - Guitar Cover,"This is the guitar part in the song imagine. I hope u like it.

Si alguien quiere tocar algo Beatles por Lima a ver si pasan la voz!"
KeV1eTm-YcM,Orion - Pretty Gyal Whine (Official Video),"Artist : Orion
Directed By : Black Krayon 
Edited By : Gilo"
-1Z0QtpL56A,Peter Gabriel - Red Rain live at the Hollywood Bowl with orchestra,"Last show of the New Blood tour: Peter Gabriel, orchestra, no drums, no guitars."
Dq4ygulC2As,avril lavigne live in japan 5 29 03 02 nobody s fool,avril lavigne live in japan
1DNcl8n1yRs,Northsyde - Whipping Post,"Covering Whipping Post by The Allman Brothers Band

Live in Omegna, Italy - 9th Feb 2011
Northsyde
Lorna Fothergill - vocals
Jules Fothergill - guitar
Ian Mauricio - bass
Hayden Doyle - drums"
eqMs7-O3guM,Dan Sultan - 'The Same Man' (live for Like A Version),"Dan Sultan performs 'The Same Man' for triple j's Like A Version.
Subscribe | http://bit.ly/2FYj5jC
Like A Version on Spotify | https://spoti.fi/2UpMDcU 
Like A Version on Apple Music | https://apple.co/2NMJ7Y4
Facebook | http://bit.ly/iJ0OH9 
Instagram | http://bit.ly/2CWGnCA  
Twitter | http://bit.ly/2BdFOUI

Like A Version is a segment on Australian radio station triple j. Every week a musician or band comes into the studio to play one of their own songs and cover a song they love. 
Since 2004, many artists have participated, including Childish Gambino, Lorde, CHVRCHES, Tame Impala, Tash Sultana, HAIM, Gang of Youths, Halsey, DMA'S, Aurora, Arctic Monkeys. You can watch past sessions here: http://bit.ly/like_a_version

You can watch Like A Versions ad-free at http://www.triplej.net.au

#LikeAVersion"
wlnv3XNjOEI,Taylor Swift - Safe and Sound (LilTranscriber) w/sheet music,Thanks to Liltranscriber for the sheet music.
PxgOC8W0tGU,Carols by Candlelight 2007,"A nationally broadcast Christmas concert was headlined by ""Ten Divas"", featuring 10 of Australia's finest opera singers"
uAdML3wFoSc,"Yo Soy [ Peru ] Marc Anthony ""Nadie Como Ella"" Gala de Eliminacion ( 24/05/2012 )","Raul Ruiz caracteriza e interpreta a Marc Anthony. El tema elegido para esta presentacion es ""Nadie Como Ella"" ... Voz en Vivo."
cXVQzmSdxBo,"The Wanted - Hi And Low, Nottingham", 
chps0NedYME,Christian rap mixtape Vol.1 (FREE download) Various Artists,"http://hotfile.com/dl/110132991/93afdaa/Christian_rap_Mixtape.rar.html

http://hotfile.com/dl/109538445/4217bca/BIZZLE_-_TM3.rar.html

http://hotfile.com/dl/109546899/da264f0/HOMETOWN_HEROES_VOL._1.rar.html

http://hotfile.com/dl/109540334/00da89b/REAL_-_LOCAL_HERO.rar.html

FLP name: oj da juice man - 6 rings
(RENAMED) - Jesus Christ - 7 Rings

on:  Fl Studio 10"
eYu6UKa3RYI,LA LEYENDA DEL BRAVO(Rebeldes),"Padre Nuestro, en vivo desde La Laguna, Nieves, Zacatecas."
DONXNg0xR80,Steve Millhouse with Xotic Bass XB-2 6-string,You can see more video clips at the following page. http://www.xotic.us/video/index.html
iXA8WSH7D98,Alabama 3 - woke up this morning Oxegen 2008,"Alabama 3 play the Sopranos theme tune ""Woke up this morning"" at Oxegen 2008 Ireland."
ovhaMhmkWdk,Jett Rebel & All Star Band - Purple Rain (Live @ DWDD),"Buy the album on Bol.com: http://bit.ly/jettreBOL
Listen on Spotify: http://spoti.fi/1bl5Ike
Download on iTunes: http://bit.ly/vmjr_it

www.facebook.com/jettrebel
www.twitter.com/jettrebel
www.instagram.com/jettrebel
www.jettrebel.com"
nhWfTFXzQ8U,Peter ft Gambi d5ol f saf Video Clip - HD,"Track 02 - Ghiiir Skooot (Peter flow ft Gambi)

[ ALBUM L7ORIYA ] 2014 By : Peter Flow

peace.........."
yV_QGyGGDck,The Crowing acoustic cover w/ Cello Coheed and Cambria,"Coheed with frame drum and cello! Sounds amazing in the cement floored room, especially on those high notes. This song is of course one of my all-time favorites. Make sure you scope out the fast instrumental licks from 2:58-3:38 a couple of times. It's just fun to watch the fingers of each player, regardless of how cool it sounds, and I was even impressed with how tight we came out on them. I completely made up the cello parts for those licks because it's next to impossible to tell what Mic is playing with his wild hammer-ons, and it wouldn't have been playable on a cello anyway, with the open strings being different pitches. But Grant is tearing it up on that cello, check it out!

Frame Drum - Matt Koger
Cello - Grant Rubinson
Guitar and Vox - Sean Redman (me)


***All rights to this song belong to BMG and Coheed and Cambria. This cover is for educational purposes to allow people to learn how to play the song. No copyright infringement is intended, and no profit is being made from this video. This video is fair use under U.S. copyright law because it is (1) noncommercial (2) transformative in nature, and (3) does not compete with the original work or have any negative effect on its market.""***"
PB26UeqcumA,Ednita El dolor de tu presencia y un corazon hecho pedazos,"Concierto Acustico, 2002."
pMtfLFtAI8w,Ghetto (arrangement),As a request i went a head and did this fanfare. I have no idea why the pedals are red. This is arranged as how BigBrod (user) plays it in his video
kR_gegrJwoI,Franco - Song For The Suspect ( Dutdutan 09 ), 
Sz6XiaVYixE,Jonathan Dale - Goodnight Sweet Girl (Music Video),"Jonathan Dale 
Song: Goodnight Sweet Girl 
Available on iTunes or JonathanDaleMusic.com 


----------------------------------------------------------------------------------------------------------------------
You may remember Jonathan Dale Cox from CMTs Can You Duet, 1st runner up duo; JB Rocket. Jonathan was also awarded the Country Male Vocalist of the Year and The Randy Travis Award at the 2011 North Carolina Music Awards. MTV's OurStage.com also named Jonathan Dale's music video ""Jezebel"" (http://www.youtube.com/watch?v=c-XxlBekPIo) the #1 Country Music Video of Nov. 2012. Jonathan Dale opened up recently about becoming 'Opiate Dependent' during 2012 and now is clean and launching ""The Recovery Road Foundation"" to provide help and hope for other Opiate addicts. Jonathan Dale is a triple threat musical phenomenon; find out more by visiting any of the official website below: 

www.jonathandalemusic.com 
www.jonathandaledaily.com 
www.thejournalofJonathanDale.com 
www.therecoveryroadfoundation.com 

www.facebook.com/JonathanDaleMusic 
www.facebook.com/OfficialJonathanDaleST 
www.twitter.com/JonDaleOfficial 
www.youtube.com/JonDaleMusic"
2Vg1jI43iGM,Fallen Angelz vs Momentum qualification@ Guerillia Crewbattle,"Fallen Angelz vs Momentum qualification@ Guerillia Crewbattle
Winner: Momentum Crew
Location: Belgium - Leuven
Fallen Angelz: Bboys 
Masta , Machi, Ceejay, JunioR, Pierre, Carajos
Momentum: Bboys Lagaet, Mix, Pedro, Max,?"
ILTARi9RNvI,Morriston Orpheus Choir - Hiraeth (montage) - tribute to the late Ken Williams,"No copyright claim, against any audio or image content, is assumed in the publishing of this video. Copyright is owned by original artist or artists, or their legally appointed representatives.

http://www.morristonorpheus.com/

from the 1976 EMI album
""The Very Best of Welsh Choirs""
EMC 3099

Solo tenor: Ken Williams
Conductor: Eurfryn John, ARCO, LRAM, ATCL
Accompanist: Jennie Sims, LRAM


Dwedwch fawrion o wybodaeth 
O ba beth a gwnaethpwyd hiraeth 
A pha ddefnydd a roedd ynddo 
Na ddarfyddo wrth ei wisgo ? 

Derfydd aur a derfydd arian 
Derfydd melfed derfydd sidan 
Derfydd pob dilledyn helaeth 
Eto er hyn ni dderfydd hiraeth 

Hiraeth mawr a hiraeth creulon 
Hiraeth sydd yn torri 'nghalon 
Pan fwyf dryma'r nos yn cysgu 
Fe ddaw hiraeth ac a'm deffry 

(Hiraeth hiraeth cilia cilia 
Paid a phwyso mor drwm arna' 
Nesa dipyn at y erchwyn 
Gad i mi gael cysgu gronyn) 


English lyrics:

Tell me oh wise ones
Of what stuff is hiraeth made?
And what substance is put into it
That it never fades from being worn

Gold fades and silver fades
Velvet fades silk fades
Every sort of clothing fades
And yet hiraeth doesn't fade

Great Hiraeth cruel hiraeth
Hiraeth tears at my heart
When I'm sleeping deeply at night
Hiraeth comes and wakes me

(Hiraeth hiraeth away away
Don't weigh so heavily on me
Go a little nearer to the edge
Let me have a little bit of sleep)"
zmR7Tp84G-w,Teach Joey Warren One less  World Dance Master 2014,Description
cXAFRp3mFBY,Down Live Paris- Stone the Crow,Live in Paris 03/06/06
1H63O9TgTMY,Armin van Buuren @ Halloween Night Kosice 31-OCT-2012 [HD],Playing Andrew Rayel - Aeon Of Revenge
Vex4jrDacaI,"Agnes: Right Here, Right Now",Music Video
vocmK5el6Dw,"Paul McDonald, James Durbin + perform ""Animal"" at American Idols Live 2011 HP Pavilion HD Widescreen","Paul McDonald, James Durbin, Casey Abrams, Stefano Langone and Jacob Lusk perform ""Animal"" by the Neon Trees during American Idols Life 2011 at HP Pavilion in San Jose, California 7/13/2011.    Go out and support James by purchasing Idol tour tickets and purchasing his music off the iTunes store:  http://itunes.apple.com/us/artist/james-durbin/id425027019"
aqEpTwQ74gY,"Jor'dan Armstrong ""Stronger"" [Lyric Video]","*Like always this is for entertainment purposes only and no copy right infringement intended cause aint nobody got time for that!*

http://www.dmjpro.com/

This is a simple lyric video I made for Jor'dan Armstrongs song ""Stronger""
Program Used: Sony Vegas Movie Studio
Background Loops: NK"
sdK15pqJovA,E.T. Return To The Green Planet (PS2) - The Village,"This is the main theme for the village section of the unreleased game, E.T. Return To The Green Planet for the PS2.  Unfortunately this game never got a release and was cancelled just before completion.  All of the music was written in-house at Warthog using Akai rackmounted samplers and various orchestral sample libraries."
YdAfdViREeg,Sonnet To Sleep: Come Undone: Official Music Video,This is the official music video for Sonnet To Sleep's cover of Duran Duran's Come Undone. For more Sonnet To Sleep go to www.myspace.com/sonnettosleep
o1zUwJ2naw8,IT COULD HAPPEN TO YOU / Big Friendly Jazz Orchestra,"It was performed by Saito-team on Aug. 21th 2005.
Composer: JIMMY VAN HEUSEN"
VVwb72aNCxo,Rusko @ EDC Dallas 2010 One More!,"Rusko @ EDC Dallas 2010 One More! Rusko closing it out.
2nd song ID: Rusko - Jahova"
DByMNIqFAq8,Rachmaninov Rhapsody on a Theme of Paganini - 18th Variation,"Note: updated version here: https://www.youtube.com/watch?v=ZadumjQC0jM

The famous 18th variation, transcribed for solo piano. (I had to transpose it down to Db, as the original transcription was in D, which simply didn't sound right...)"
MlFXDBd-pow,Livin' Life (On the Edge of a Knife) Drum Cover Bullet For My Valentine - Zack Lee,Suckish video quality due to bad lighting....my bad.  Let me know what ya think in a comment!
cHPVbHg0mR4,1982 Gibson ES-369,Upload to 2011/05/02
WhZEoNWZ5fU,Rogue Wave - Good Morning (The Future),Music video by Rogue Wave performing Good Morning (The Future). (C) 2009 Brushfire Records
TcaqfpIFA7Q,Dmitry Tatarkin plays Piazzolla - La muerte del Angel,"Concert in Omsk. 2007
Arrangement for guitar by D.Tatarkin & Andrey Peresumkin"
fIn7mtzTPIg,"Naruto vs. Sasuke ""Some Say"" by Sum 41","Please comment. This is an amv of naruto and sasuke, using Sum 41's some say."
Hz5KMt5B8JM,If You Could Read My Mind,The old Gordon Lightfoot classic played on my 2006 Santa Cruz F guitar with Drop-D tuning.
2w5ibSL19Z0,Southern Steel Guitar -  Ray Montee,"Live at the 2009 TSGA Jamboree Non Pedal Session
Ray Montee - Steel Guitar
The Amazing Rick Alexander - Bass
Captain Ivan Reddington - Guitar
Gerald Ross - Guitar
Michael Misetech - Guitar
   Our first attempt at Southern Steel Guitar, the old Noel Boggs instrumental, played here in C6th tuning altho' Noel recorded it using an E7th tuning.  This hit-and miss performance was done without any prior rehearsal  It's all here for you - mistakes and all."
kXi3soufk1M,Galactic Reaction on Elka X-1000,"The old French techno-disco classic ""Galactic Reaction"" by ""Milkways"" played on an Elka X-1000 organ. I only play the lead and the strings live. The rest is programmed on the build-in sequenser."
I8uehX-eXoc,New Moves in Tetris Battle, 
QVCR7xwidsU,Ave Maria C.Gounod - Sandra Fallica (canto&violino),"Per info cliccate il link  http://www.sandrafallica.it 
Ave Maria C.Gounod (Canto e Violino)
Eseguita nella Chiesa San Placido - CATANIA 
www.sandrafallica.it"
S8gtGmM5UGw,hacemos hoy jesus adrian romero tutorial piano,dios les bendig hermanos este es mi primera cancion y mi primer video. asi que estos acordes son vase.
PXFPjfyqvXk,smashing pumpkins- Tear Live pinkpop.wmv,One of the best live songs of the Smashing Pumpkins. Recorded from Dutch Television in 1998 during pinkpop. Source is a good old VHS VCR so don't start about the pixels :)
JEAYx6OhZDs,No puedo arrancarte de mi - Video de cristian castro en vivo.mpg,En Mexico
7s-_AzF62bo,Robert Glasper Experiment - Ah Yeah (Piano Tutorial), 
po8ajIqTLvQ,Cover Jason Becker ALTITUDES  play by Poul of Veloce Hystoria,"ALTITUDES Instumental play by Poul of Veloce Hystoria!!
http://www.myspace.com/poulguitarist http://myspace.com/velocehystoria"
xJmywKM59qU,Jar Of Hearts (Official Music Video),"This summer's theme song

Like Comment and Subscribe!"
Osyz1J62hBQ,Willem Vermandere - Loat mi mor lopen (Live @ Sportpaleis 20/04/2012), 
JXoTYyz5auk,Thy Art Is Murder - Infinite Death DRUM COVER,"sorry for mistakes, enjoy!"
gfsQrEsvYok,She Will Be Loved - Maroon 5 (acoustic instrumental),"Catchy Maroon 5 song (another one), bit of a chick 'cry in your champagne' song but I reckon it sounds quite nice. This is my fingerstyle version."
6K1XVZFN8uU,Luzes da Rivalta (Candilejas) Instrumental Panflute,"Luzes da Rivalta, o Candilejas, dependiendo del idioma,... hehehee"
nq-hCkmu4hg,"Ploita de stele 2011-liceul N.Dadiani,Beatricie.avi","Ploita de stele 2011 la liceul teoretic ""N.Dadiani"",Beatricie Cocimariuc-Fara iubire"
tQJ29Pc5AEE,Sarkodie Ft Appietus & Kesse - Azonto Fiesta (Official Video),"Artist: Sarkodie 
Featured Artists: Appietus & Kesse 
Genre: Ghana Rap | Azonto 
Label: Creative Recordz 
Prod: Creative Recordz 
Dir: Creative Recordz
Country: Ghana 

Visit http://vioafrica.com for more info on Sarkodie, Appietus, Kesse, other Ghanaian artists and their music."
UzQInJF3kcE,Breathe - In The Heights by Jordin Sparks  Houston HOB (6.28.10),"Jordin Will be Joining In The Heights, as Broadway's new Nina Rosario. Her Broadway debut moment will happen on Thursday, August 19, 2010 and will go for 12 weeks through Sunday, November 14, 2010.
Go support Jordin!"
RqQNCCrSEWM,LOOK WHAT YOU'VE DONE - POLO [MUSIC VIDEO],"LOOK WHAT YOU'VE DONE
LOOK WHAT YOU'VE DONE
LOOK WHAT YOU'VE DONE

Here's a leak from Napolean. Along with the project dropping today! iDecided to give you all a visual to show my appreciation for your
patiences and loyalty

Polo - Look What You've Done

GO DOWNLOAD ""NAPOLEAN""

http://www.datpiff.com/Polo-Napolean-mixtape.485556.html - SPONSORED

WWW.YOUTUBE.COM/POLONEFFECT
WWW.TWITTER.COM/POLO_414"
3dXNhZAueCw,Les Paul Traditional Plus - Unforgiven Cover,"Here is my Gibson Les Paul Traditional Plus in Iced Tea. I am attempting to play Metallica's Unforgiven. I messed up after the solo (on the easy part, go figure). Anyway, this is a song I just learned. Lot's of fun."
07BpvfOGcqU,D.Zipoli - Elevazione in Fa - M. Imbruno  (Organo Nicola Puccini),"Matteo  Imbruno
Domenico Zipoli  Elevazione in Fa 
Organo; Nicola Puccini Oude kerk Amsterdam
www.pucciniorgani.com"
tASZmPzGvjE,Turn on the Gravity,"World of Warcraft (MOP) Turn on the Gravity (Mash up) with ""Perfect"" from Simple Plan
Song/video recorded/produced at Surefire Music

Visit my website at http://www.Kristinmouraofficial.com

Follow me on Twitter:
http://www.twitter.com/THEkristinmoura
Find me on Facebook:
http://www.facebook.com/THEkristinmoura
Instagram:
http://www.instagram.com/THEkristinmoura"
UoBrt4ji4xI,120706 - B.A.P - Lie Lie - Malaysia Showcase,"Credit by K-Generation Club (K-GEN) of Taylor's University
Video by Fx + Admin Migo

Event : B.A.P Showcase in Malaysia
Date : July 6th, 2012
Time : 8.30pm - 9.45pm
Venue : KL Live, Malaysia
Details : B.A.P (Lie Lie)
-------------------------------------------------------------------------------
Facebook : http://www.facebook.com/kgentlc
Website : http://www.kgentlc.blogspot.com
Twitter : http://www.twitter.com/kgentaylors

...stay tuned with K-GEN for more videos of B.A.P Showcase Performance in KL Live Malaysia!"
02ONgmrqEpI,Paramore - Misery Business live may 3rd the columbus ohio concert,"skip to about 1:20 
uggh the people around me were annoying
lol someone behind me screams ""MARRY ME!""
:D"
mUhNyuc-b6U,"OJALA PUDIERA BORRARTE .- MANA VALENCIA, VENEZUELA","OJALA PUDIERA BORRARTE. MANA. AMAR ES COMBATIR TOUR. VALENCIA, VENEZUELA 25 DE NOVIEMBRE DE 2007"
AJZH0esS090,Pensandote - Armando Hernandez - Feria de Cali 2008,"Feria de Cali 2008,Armando Hernandez, Discoteca La Caderona - Pensandote (En Vivo)"
oXPhjmq7kYo,Scratching Badgers Part 1 - Walk On The Wildside,"This is footage of Short-e recording the actual cuts used in BBC1's ""Walk On The WIldside"" Scratching Badgers segment of the show.

Approach:
Short-e freestyles over the whole track then the BBC choose what they want for the show.

Part 1"
ehufQENWkf8,Alvin And The Chipmunks Blood Sugar,"Alvin And The Chipmunks Singing Blood Sugar,

This is not the full song, i'm sorry about this but my computer f***ed up and is now in for repair at one of my business partners so i have no music, i have also just sold my memory card for my phone with all my music on! woopwoop, im stupid."
Hq4RrKN1oNk,Abandon All Ships - Geeving (Warped Tour),"Abandon All Ships - Warped Tour '11  Oceanport, NJ"
sKlwdzEvlEc,Beethoven Sonata no.4 mov I (more recent),"Me playing the Beethoven's no.4 sonata at a recital. Very nice piano, but the contrast in dynamics was due to a bad camera, no microphones. :) hope you enjoy it"
YAPfFZzK328,Trenchtown Rock (Bob Marley cover) Solo Guitar,"Here's my arrangement of Trenchtown Rock by Bob Marley

http://www.myspace.com/mikehermans"
uaKd4t-vpCs,HMB ao vivo no Festival da Liberdade,Segue-nos em http://facebook.com/hmbmusic
YnLx28lWM_o,"Waitin' on a Sunny Day - Bruce Springsteen - Toronto, August 2012","EXCELLENT AUDIO QUALITY! ; August 24, 2012
if you enjoyed the video, please do me a favour and sign up for, download, and install dropbox using the link below! :)
http://db.tt/c8B29na3"
efqG8uw523w,For The Love Of God cover - Ivan Zecic,"When I recorded this, I was 17 and I was playing guitar for 4 years. The guitar was Jackson SL1 Soloist. The sound was probably from Guitar Rig, but I don't really remember."
UUZvFnIP6z8,Lake Zurich High School Drumline All-Stars,Last performace of the 2007 Drumline.
